Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality
Mahmoud Abdul-Rauf,PG,6-0,162,31,VAN,41,8,LSU,1990 Rnd 1 Pick 3,United States
Tariq Abdul-Wahad,SF,6-6,223,26,DEN,29,3,San Jose State,1997 Rnd 1 Pick 11,France
Shareef Abdur-Rahim,F,6-9,225,24,VAN,81,4,California,1996 Rnd 1 Pick 3,United States
Cory Alexander,G,6-1,185,27,ORL,26,5,Virginia,1995 Rnd 1 Pick 29,United States
Courtney Alexander,SG,6-5,205,23,"DAL, WAS",65,0,Fresno State,2000 Rnd 1 Pick 13,United States
Ray Allen,SG,6-5,205,25,MIL,82,4,Connecticut,1996 Rnd 1 Pick 5,United States
Rafer Alston,G,6-2,175,24,MIL,37,1,Fresno State,1998 Rnd 2 Pick 10,United States
John Amaechi,C,6-10,270,30,ORL,82,2,Penn State,"1995 NBA Draft, Undrafted",United States
Derek Anderson,G,6-5,194,26,SAS,82,3,Kentucky,1997 Rnd 1 Pick 13,United States
Kenny Anderson,PG,6-0,168,30,BOS,33,9,Georgia Tech,1991 Rnd 1 Pick 2,United States
Nick Anderson,GF,6-6,228,33,SAC,21,11,Illinois,1989 Rnd 1 Pick 11,United States
Shandon Anderson,GF,6-6,208,27,HOU,82,4,Georgia,1996 Rnd 2 Pick 25,United States
Greg Anthony,PG,6-0,176,33,POR,58,9,UNLV,1991 Rnd 1 Pick 12,United States
Darrell Armstrong,PG,6-0,170,32,ORL,75,6,Fayetteville State,"1991 NBA Draft, Undrafted",United States
Chucky Atkins,G,5-11,185,26,DET,81,2,South Florida,"1996 NBA Draft, Undrafted",United States
Stacey Augmon,SF,6-6,205,32,POR,66,9,UNLV,1991 Rnd 1 Pick 9,United States
Ike Austin,C,6-10,255,31,VAN,52,7,Arizona State,1991 Rnd 2 Pick 21,United States
William Avery,PG,6-2,197,21,MIN,55,1,Duke,1999 Rnd 1 Pick 14,United States
Dalibor Bagaric,C,7-1,255,21,CHI,35,0,KK Dubrava Zagreb (Croatia),2000 Rnd 1 Pick 24,Croatia
Vin Baker,PF,6-11,240,29,SEA,76,7,Hartford,1993 Rnd 1 Pick 8,United States
Erick Barkley,PG,6-1,177,23,POR,8,0,St. John's,2000 Rnd 1 Pick 28,United States
Dana Barros,PG,5-11,165,33,DET,60,11,Boston College,1989 Rnd 1 Pick 16,United States
Brent Barry,G,6-7,210,29,SEA,67,5,Oregon State,1995 Rnd 1 Pick 15,United States
Jon Barry,SG,6-4,195,31,SAC,62,8,Georgia Tech,1992 Rnd 1 Pick 21,United States
Tony Battie,PF,6-11,230,25,BOS,40,3,Texas Tech,1997 Rnd 1 Pick 5,United States
Raja Bell,SG,6-5,204,24,PHI,5,1,Florida International,"1999 NBA Draft, Undrafted",United States
Jonathan Bender,F,6-11,202,20,IND,59,1,Picayune High School (Mississippi),1999 Rnd 1 Pick 5,United States
Corey Benjamin,SG,6-6,200,23,CHI,65,2,Oregon State,1998 Rnd 1 Pick 28,United States
David Benoit,F,6-8,220,32,UTA,49,7,Alabama,"1990 NBA Draft, Undrafted",United States
Travis Best,PG,5-11,182,28,IND,77,5,Georgia Tech,1995 Rnd 1 Pick 23,United States
Mike Bibby,G,6-2,195,22,VAN,82,2,Arizona,1998 Rnd 1 Pick 2,United States
Chauncey Billups,G,6-3,210,24,MIN,77,3,Colorado,1997 Rnd 1 Pick 3,United States
Mookie Blaylock,PG,6-1,190,33,GSW,69,11,Oklahoma,1989 Rnd 1 Pick 12,United States
Corie Blount,PF,6-9,240,32,"GOS, PHX",68,7,Cincinnati,1993 Rnd 1 Pick 25,United States
Mark Blount,C-F,7-0,250,25,BOS,64,1,Pittsburgh,1997 Rnd 2 Pick 26,United States
Muggsy Bogues,PG,5-3,136,36,TOR,3,13,Wake Forest,1987 Rnd 1 Pick 12,United States
Etdrick Bohannon,F,6-9,220,27,CLE,6,3,Auburn-Montgomery,"1997 NBA Draft, Undrafted",United States
Calvin Booth,C,6-11,230,24,"DAL, WAS",55,1,Penn State,1999 Rnd 2 Pick 6,United States
Cal Bowdler,PF,6-10,245,23,ATL,44,1,Old Dominion,1999 Rnd 1 Pick 17,United States
Bruce Bowen,F,6-7,200,29,MIA,82,5,Cal State Fullerton,"1993 NBA Draft, Undrafted",United States
Ryan Bowen,F,6-9,218,25,DEN,57,1,Iowa,1998 Rnd 2 Pick 26,United States
Ira Bowman,SG,6-5,195,27,ATL,3,2,Pennsylvania,"1996 NBA Draft, Undrafted",United States
Earl Boykins,G,5-5,135,24,LAC,10,2,Eastern Michigan,"1998 NBA Draft, Undrafted",United States
Shawn Bradley,C,7-6,235,28,DAL,82,7,Brigham Young,1993 Rnd 1 Pick 2,United States Germany
Elton Brand,PF,6-9,254,21,CHI,74,1,Duke,1999 Rnd 1 Pick 1,United States
Terrell Brandon,PG,5-11,180,30,MIN,78,9,Oregon,1991 Rnd 1 Pick 11,United States
Chucky Brown,SF,6-7,214,33,"CLE, GOS",26,11,NC State,1989 Rnd 2 Pick 16,United States
Dee Brown,PG,6-1,160,32,ORL,7,10,Jacksonville,1990 Rnd 1 Pick 19,United States
P.J. Brown,C,6-11,225,31,CHA,80,7,Louisiana Tech,1992 Rnd 2 Pick 2,United States
Randy Brown,PG,6-2,190,32,BOS,54,9,New Mexico State,1991 Rnd 2 Pick 4,United States
Rick Brunson,SG,6-4,190,28,"BOS, NYK",22,4,Temple,"1995 NBA Draft, Undrafted",United States
Kobe Bryant,SG,6-6,212,22,LAL,68,4,Lower Merion High School (Pennsylvania),1996 Rnd 1 Pick 13,United States
Mark Bryant,PF,6-9,245,35,DAL,18,12,Seton Hall,1988 Rnd 1 Pick 21,United States
Greg Buckner,G-F,6-4,210,24,DAL,37,2,Clemson,1998 Rnd 2 Pick 24,United States
Jud Buechler,SF,6-6,220,32,DET,57,10,Arizona,1990 Rnd 2 Pick 11,United States
Rodney Buford,SF,6-5,189,23,PHI,47,1,Creighton,1999 Rnd 2 Pick 24,United States
Matt Bullard,PF,6-10,215,33,HOU,61,9,Iowa,"1990 NBA Draft, Undrafted",United States
Scott Burrell,G-F,6-7,218,30,CHA,4,7,Connecticut,1993 Rnd 1 Pick 20,United States
Jason Caffey,PF,6-8,255,27,MIL,70,5,Alabama,1995 Rnd 1 Pick 20,United States
Marcus Camby,C,6-11,240,26,NYK,63,4,Massachusetts,1996 Rnd 1 Pick 2,United States
Elden Campbell,FC,6-11,215,32,CHA,78,10,Clemson,1990 Rnd 1 Pick 27,United States
Brian Cardinal,PF,6-8,245,23,DET,15,0,Purdue,2000 Rnd 2 Pick 15,United States
Chris Carr,G,6-5,207,26,BOS,35,5,Southern Illinois,1995 Rnd 2 Pick 27,United States
Anthony Carter,PG,6-1,190,25,MIA,72,2,Hawaii,"1998 NBA Draft, Undrafted",United States
Vince Carter,SF,6-6,220,24,TOR,75,2,North Carolina,1998 Rnd 1 Pick 5,United States
Sam Cassell,G,6-3,185,31,MIL,76,7,Florida State,1993 Rnd 1 Pick 24,United States
Kelvin Cato,C,6-11,255,26,HOU,35,3,Iowa State,1997 Rnd 1 Pick 15,United States
Duane Causwell,C,7-0,240,32,MIA,31,10,Temple,1990 Rnd 1 Pick 18,United States
Cedric Ceballos,SF,6-6,190,31,"DET, MIA",40,10,Cal State Fullerton,1990 Rnd 2 Pick 21,United States
Calbert Cheaney,GF,6-7,209,29,DEN,9,7,Indiana,1993 Rnd 1 Pick 6,United States
Chris Childs,SG,6-3,195,33,"NYK, TOR",77,7,Boise State,"1989 NBA Draft, Undrafted",United States
Doug Christie,SG,6-6,200,30,SAC,81,8,Pepperdine,1992 Rnd 1 Pick 17,United States
Keon Clark,C,6-11,221,25,"DEN, TOR",81,2,UNLV,1998 Rnd 1 Pick 13,United States
Mateen Cleaves,G,6-2,205,23,DET,78,0,Michigan State,2000 Rnd 1 Pick 14,United States
John Coker,C,7-0,253,29,GSW,6,4,Boise State,"1995 NBA Draft, Undrafted",United States
Derrick Coleman,FC,6-10,230,33,CHA,34,10,Syracuse,1990 Rnd 1 Pick 1,United States
Bimbo Coles,SG,6-1,180,32,CLE,47,10,Virginia Tech,1990 Rnd 2 Pick 13,United States
Jason Collier,F-C,7-0,260,23,HOU,23,0,Georgia Tech,2000 Rnd 1 Pick 15,United States
Sean Colson,G,6-0,175,25,"ATL, HOU",13,0,Charlotte,"1998 NBA Draft, Undrafted",United States
Tyrone Corbin,F,6-6,210,38,TOR,15,15,DePaul,1985 Rnd 2 Pick 11,United States
Chris Crawford,PF,6-9,235,25,ATL,47,3,Marquette,1997 Rnd 2 Pick 22,United States
Jamal Crawford,SG,6-5,195,20,CHI,61,0,Michigan,2000 Rnd 1 Pick 8,United States
Austin Croshere,F,6-9,235,25,IND,81,3,Providence,1997 Rnd 1 Pick 12,United States
John Crotty,PG,6-1,185,31,UTA,31,9,Virginia,"1991 NBA Draft, Undrafted",United States
Vonteego Cummings,PG,6-4,190,25,GSW,66,1,Pittsburgh,1999 Rnd 1 Pick 26,United States
Bill Curley,F,6-9,220,28,"DAL, GOS",20,6,Boston College,1994 Rnd 1 Pick 22,United States
Dell Curry,SG,6-4,190,36,TOR,71,14,Virginia Tech,1986 Rnd 1 Pick 15,United States
Michael Curry,F-G,6-5,210,32,DET,68,7,Georgia Southern,"1990 NBA Draft, Undrafted",United States
Erick Dampier,C,6-11,265,25,GSW,43,4,Mississippi State,1996 Rnd 1 Pick 10,United States
Antonio Daniels,G,6-4,195,25,SAS,79,3,Bowling Green,1997 Rnd 1 Pick 4,United States
Kornel David,F,6-9,235,29,"DET, TOR",27,3,,"1993 NBA Draft, Undrafted",Hungary
Antonio Davis,FC,6-9,245,32,TOR,78,7,UTEP,1990 Rnd 2 Pick 18,United States
Baron Davis,G,6-3,215,21,CHA,82,1,UCLA,1999 Rnd 1 Pick 3,United States
Dale Davis,C-F,6-11,252,31,POR,81,9,Clemson,1991 Rnd 1 Pick 13,United States
Emanual Davis,SG,6-4,195,32,SEA,62,5,Delaware State,"1991 NBA Draft, Undrafted",United States
Hubert Davis,SF,6-5,183,30,"DAL, WAS",66,8,North Carolina,1992 Rnd 1 Pick 20,United States
Ricky Davis,GF,6-7,195,21,MIA,7,2,Iowa,1998 Rnd 1 Pick 21,United States
Terry Davis,F,6-9,225,33,DEN,19,11,Virginia Union,"1989 NBA Draft, Undrafted",United States
Todd Day,GF,6-6,188,31,MIN,31,7,Arkansas,1992 Rnd 1 Pick 8,United States
Andrew DeClercq,C,6-10,230,28,ORL,67,5,Florida,1995 Rnd 2 Pick 5,United States
Vinny Del Negro,SG,6-4,185,34,"GOS, PHX",65,10,NC State,1988 Rnd 2 Pick 4,United States
Tony Delk,G,6-1,189,27,PHX,82,4,Kentucky,1996 Rnd 1 Pick 16,United States
Derrick Dial,G,6-4,184,25,SAS,33,1,Eastern Michigan,1998 Rnd 2 Pick 23,United States
Michael Dickerson,SG,6-5,190,25,VAN,70,2,Arizona,1998 Rnd 1 Pick 14,United States
Vlade Divac,C,7-1,260,33,SAC,81,11,KK Partizan (Serbia),1989 Rnd 1 Pick 26,Serbia
Michael Doleac,C,6-11,262,23,ORL,77,2,Utah,1998 Rnd 1 Pick 12,United States
Keyon Dooling,G,6-3,196,20,LAC,76,0,Missouri,2000 Rnd 1 Pick 10,United States
Sherman Douglas,PG,6-0,180,34,NJN,59,11,Syracuse,1989 Rnd 2 Pick 1,United States
Bryce Drew,SG,6-2,185,26,CHI,48,2,Valparaiso,1998 Rnd 1 Pick 16,United States
Chris Dudley,C,6-11,235,36,PHX,53,13,Yale,1987 Rnd 4 Pick 6,United States
Tim Duncan,FC,6-11,250,24,SAS,82,3,Wake Forest,1997 Rnd 1 Pick 1,United States
Tyus Edney,PG,5-10,152,28,IND,24,3,UCLA,1995 Rnd 2 Pick 18,United States
Kevin Edwards,PG,6-3,190,35,VAN,46,11,DePaul,1988 Rnd 1 Pick 20,United States
Howard Eisley,G,6-2,177,28,DAL,82,6,Boston College,1994 Rnd 2 Pick 3,United States
Obinna Ekezie,C,6-9,270,25,"DAL, WAS",33,1,Maryland,1999 Rnd 2 Pick 8,Nigeria
Khalid El-Amin,G,5-10,200,21,CHI,50,0,Connecticut,2000 Rnd 2 Pick 5,United States
Mario Elie,SG,6-5,210,37,PHX,68,10,American International,1985 Rnd 7 Pick 21,United States
Sean Elliott,SF,6-8,205,33,SAS,52,11,Arizona,1989 Rnd 1 Pick 3,United States
LaPhonso Ellis,PF,6-8,240,30,MIN,82,8,Notre Dame,1992 Rnd 1 Pick 5,United States
Pervis Ellison,C,6-9,210,33,SEA,9,11,Louisville,1989 Rnd 1 Pick 1,United States
Evan Eschmeyer,C,6-11,255,25,NJN,74,1,Northwestern,1999 Rnd 2 Pick 5,United States
Patrick Ewing,C,7-0,240,38,SEA,79,15,Georgetown,1985 Rnd 1 Pick 1,United States Jamaica
Jamie Feick,F,6-9,255,26,NJN,6,4,Michigan State,1996 Rnd 2 Pick 19,United States
Danny Ferry,PF,6-10,230,34,SAS,80,10,Duke,1989 Rnd 1 Pick 2,United States
Michael Finley,G-F,6-7,225,27,DAL,82,5,Wisconsin,1995 Rnd 1 Pick 21,United States
Derek Fisher,G,6-1,210,26,LAL,21,4,Little Rock,1996 Rnd 1 Pick 24,United States
Marcus Fizer,F,6-8,246,22,CHI,72,0,Iowa State,2000 Rnd 1 Pick 4,United States
Danny Fortson,F,6-7,260,24,GSW,6,3,Cincinnati,1997 Rnd 1 Pick 10,United States
Greg Foster,C,6-11,240,32,LAL,62,10,UTEP,1990 Rnd 2 Pick 8,United States
Jeff Foster,C,6-11,236,24,IND,71,1,Texas State,1999 Rnd 1 Pick 21,United States
Rick Fox,SF,6-7,230,31,LAL,82,9,North Carolina,1991 Rnd 1 Pick 24,Canada Bahamas
Adonal Foyle,C,6-10,250,25,GSW,58,3,Colgate,1997 Rnd 1 Pick 8,Saint Vincent and the Grenadines United States
Steve Francis,G,6-3,195,24,HOU,80,1,Maryland,1999 Rnd 1 Pick 2,United States
Todd Fuller,C,6-11,255,26,MIA,10,4,NC State,1996 Rnd 1 Pick 11,United States
Lawrence Funderburke,PF,6-9,230,30,SAC,59,3,Ohio State,1994 Rnd 2 Pick 24,United States
Ruben Garces,FC,6-9,245,27,"GOS, PHX",13,0,Providence,"1998 NBA Draft, Undrafted",Panama
Chris Garner,G,5-10,156,26,GSW,8,2,Memphis,"1997 NBA Draft, Undrafted",United States
Kevin Garnett,PF,6-11,240,24,MIN,81,5,Farragut Career Academy (Illinois),1995 Rnd 1 Pick 5,United States
Dean Garrett,C,6-10,225,34,MIN,70,7,Indiana,1988 Rnd 2 Pick 13,United States
Pat Garrity,F,6-9,238,24,ORL,76,2,Notre Dame,1998 Rnd 1 Pick 19,United States
Chris Gatling,PF,6-10,220,33,CLE,74,9,Old Dominion,1991 Rnd 1 Pick 16,United States
Matt Geiger,C,7-0,243,31,PHI,35,8,Georgia Tech,1992 Rnd 2 Pick 15,United States
Devean George,F-G,6-8,235,23,LAL,59,1,Augsburg College,1999 Rnd 1 Pick 23,United States
Eddie Gill,PG,6-0,190,22,NJN,8,0,Weber State,"2000 NBA Draft, Undrafted",United States
Kendall Gill,SG,6-5,195,32,NJN,31,10,Illinois,1990 Rnd 1 Pick 5,United States
Dion Glover,GF,6-5,228,22,ATL,57,1,Georgia Tech,1999 Rnd 1 Pick 20,United States
Anthony Goldwire,G,6-1,182,29,DEN,20,4,Houston,1994 Rnd 2 Pick 25,United States
Steve Goodrich,PF,6-10,220,24,CHI,12,2,Princeton,"1998 NBA Draft, Undrafted",United States
Brian Grant,PF,6-9,254,28,MIA,82,6,Xavier,1994 Rnd 1 Pick 8,United States
Gary Grant,G,6-3,185,35,POR,4,12,Michigan,1988 Rnd 1 Pick 15,United States
Horace Grant,PF,6-10,255,35,LAL,77,13,Clemson,1987 Rnd 1 Pick 10,United States
A.C. Green,PF,6-9,220,37,MIA,82,15,Oregon State,1985 Rnd 1 Pick 23,United States
Adrian Griffin,G-F,6-5,217,26,BOS,44,2,Seton Hall,"1996 NBA Draft, Undrafted",United States
Tom Gugliotta,PF,6-10,240,31,PHX,57,8,NC State,1992 Rnd 1 Pick 6,United States
A.J. Guyton,PG,6-1,180,23,CHI,33,0,Indiana,2000 Rnd 2 Pick 3,United States
Darvin Ham,F-G,6-7,220,27,MIL,29,3,Texas Tech,"1996 NBA Draft, Undrafted",United States
Richard Hamilton,SG,6-7,193,23,WAS,78,1,Connecticut,1999 Rnd 1 Pick 7,United States
Zendon Hamilton,C,6-11,250,25,LAC,3,1,St. John's,"1998 NBA Draft, Undrafted",United States
Tom Hammonds,PF,6-9,215,33,MIN,7,11,Georgia Tech,1989 Rnd 1 Pick 9,United States
Penny Hardaway,PG,6-7,195,29,PHX,4,7,Memphis,1993 Rnd 1 Pick 3,United States
Tim Hardaway,PG,6-0,175,34,MIA,77,11,UTEP,1989 Rnd 1 Pick 14,United States
Ron Harper,SG,6-6,185,37,LAL,47,14,Miami (OH),1986 Rnd 1 Pick 8,United States
Matt Harpring,F,6-7,230,24,CLE,56,2,Georgia Tech,1998 Rnd 1 Pick 15,United States
Al Harrington,F,6-9,245,21,IND,78,2,St. Patrick High School (New Jersey),1998 Rnd 1 Pick 25,United States
Othella Harrington,F-C,6-9,235,27,"NYK, VAN",74,4,Georgetown,1996 Rnd 2 Pick 1,United States
Lucious Harris,SG,6-5,190,30,NJN,73,7,Long Beach State,1993 Rnd 2 Pick 1,United States
Jason Hart,G,6-3,180,22,MIL,1,0,Syracuse,2000 Rnd 2 Pick 20,United States
Antonio Harvey,C,6-11,225,30,POR,12,5,Pfeiffer,"1993 NBA Draft, Undrafted",United States
Donnell Harvey,F,6-8,220,20,DAL,18,0,Florida,2000 Rnd 1 Pick 22,United States
Hersey Hawkins,SG,6-3,190,34,CHA,59,12,Bradley,1988 Rnd 1 Pick 6,United States
Michael Hawkins,G,6-0,178,28,CLE,10,4,Xavier,"1995 NBA Draft, Undrafted",United States
Alan Henderson,F-C,6-9,235,28,ATL,73,5,Indiana,1995 Rnd 1 Pick 16,United States
Cedric Henderson,SF,6-7,215,25,CLE,55,3,Memphis,1997 Rnd 2 Pick 16,United States
Chris Herren,G,6-2,197,25,BOS,25,1,Fresno State,1999 Rnd 2 Pick 4,United States
Grant Hill,SF,6-8,225,28,ORL,4,6,Duke,1994 Rnd 1 Pick 3,United States
Tyrone Hill,PF,6-9,240,32,PHI,76,10,Xavier,1990 Rnd 1 Pick 11,United States
Fred Hoiberg,G,6-4,203,28,CHI,74,5,Iowa State,1995 Rnd 2 Pick 23,United States
Robert Horry,PF,6-9,220,30,LAL,79,8,Alabama,1992 Rnd 1 Pick 11,United States
Eddie House,G,6-1,190,22,MIA,50,0,Arizona State,2000 Rnd 2 Pick 8,United States
Allan Houston,G,6-6,205,29,NYK,78,7,Tennessee,1993 Rnd 1 Pick 11,United States
Juwan Howard,PF,6-9,240,28,"DAL, WAS",81,6,Michigan,1994 Rnd 1 Pick 5,United States
Troy Hudson,G,6-1,170,24,ORL,75,3,Southern Illinois,"1997 NBA Draft, Undrafted",United States
Larry Hughes,G,6-5,184,22,GSW,50,2,Saint Louis,1998 Rnd 1 Pick 8,United States
Lindsey Hunter,G,6-2,195,30,MIL,82,7,Jackson State,1993 Rnd 1 Pick 10,United States
Zydrunas Ilgauskas,C,7-3,260,25,CLE,24,4,BC Aisciai-Atletas (Lithuania),1996 Rnd 1 Pick 20,Lithuania
Allen Iverson,G,6-0,165,25,PHI,71,4,Georgetown,1996 Rnd 1 Pick 1,United States
Bobby Jackson,G,6-1,185,27,SAC,79,3,Minnesota,1997 Rnd 1 Pick 23,United States
Jaren Jackson,SG,6-4,190,33,SAS,16,9,Georgetown,"1989 NBA Draft, Undrafted",United States
Jim Jackson,SG,6-6,220,30,"ATL, CLE",56,8,Ohio State,1992 Rnd 1 Pick 4,United States
Marc Jackson,C,6-10,270,26,GSW,48,0,Temple,1997 Rnd 2 Pick 9,United States
Mark Jackson,PG,6-1,180,35,"NYK, TOR",83,13,St. John's,1987 Rnd 1 Pick 18,United States
Stephen Jackson,GF,6-8,220,22,NJN,77,3,Butler CC,1997 Rnd 2 Pick 14,United States
Sam Jacobson,G,6-4,215,25,MIN,14,2,Minnesota,1998 Rnd 1 Pick 26,United States
Tim James,F,6-7,212,24,CHA,30,1,Miami (FL),1999 Rnd 1 Pick 25,United States
Antawn Jamison,F,6-9,235,24,GSW,82,2,North Carolina,1998 Rnd 1 Pick 4,United States
Anthony Johnson,G,6-3,195,26,"ATL, CLE",53,3,Charleston,1997 Rnd 2 Pick 11,United States
Avery Johnson,PG,5-10,175,35,SAS,55,12,Southern,"1988 NBA Draft, Undrafted",United States
DerMarr Johnson,GF,6-9,201,20,ATL,78,0,Cincinnati,2000 Rnd 1 Pick 6,United States
Ervin Johnson,C,6-11,245,33,MIL,82,7,New Orleans,1993 Rnd 1 Pick 23,United States
Larry Johnson,F,6-6,250,31,NYK,65,9,UNLV,1991 Rnd 1 Pick 1,United States
Damon Jones,G,6-3,185,24,VAN,71,2,Houston,"1997 NBA Draft, Undrafted",United States
Eddie Jones,G-F,6-6,200,29,MIA,63,6,Temple,1994 Rnd 1 Pick 10,United States
Jumaine Jones,SF,6-8,218,22,PHI,65,1,Georgia,1999 Rnd 1 Pick 27,United States
Popeye Jones,PF,6-8,250,30,WAS,45,7,Murray State,1992 Rnd 2 Pick 14,United States
Garth Joseph,C,7-2,315,27,"DEN, TOR",4,0,Peristeri BC (Greece),"1998 NBA Draft, Undrafted",Dominica
Adam Keefe,F,6-9,230,31,GSW,67,8,Stanford,1992 Rnd 1 Pick 10,United States
Shawn Kemp,C,6-10,280,31,POR,68,11,Trinity Valley CC,1989 Rnd 1 Pick 17,United States
Steve Kerr,SG,6-3,175,35,SAS,55,12,Arizona,1988 Rnd 2 Pick 25,United States
Jerome Kersey,PF,6-7,215,38,MIL,22,16,Longwood,1984 Rnd 2 Pick 22,United States
Lari Ketner,F,6-9,277,24,IND,3,1,Massachusetts,1999 Rnd 2 Pick 20,United States
Jason Kidd,PG,6-4,210,27,PHX,77,6,California,1994 Rnd 1 Pick 2,United States
Gerard King,F,6-9,230,28,WAS,45,3,Nicholls State,"1995 NBA Draft, Undrafted",United States
Brevin Knight,G,5-10,170,25,"ATL, CLE",53,3,Stanford,1997 Rnd 1 Pick 16,United States
Travis Knight,C,7-0,235,26,NYK,45,4,Connecticut,1996 Rnd 1 Pick 29,United States
Toni Kukoc,SF,6-11,235,32,"ATL, PHL",65,7,KK Split (Croatia),1990 Rnd 2 Pick 2,Croatia
Raef LaFrentz,F,6-11,245,24,DEN,78,2,Kansas,1998 Rnd 1 Pick 3,United States
Christian Laettner,PF,6-11,245,31,"DAL, WAS",78,8,Duke,1992 Rnd 1 Pick 3,United States
Trajan Langdon,G,6-4,200,24,CLE,65,1,Duke,1999 Rnd 1 Pick 11,United States
Dan Langhi,FC,6-11,220,23,HOU,33,0,Vanderbilt,2000 Rnd 2 Pick 2,United States
Voshon Lenard,SG,6-4,205,27,DEN,80,5,Minnesota,1994 Rnd 2 Pick 19,United States
